Conditioning,m,NLML,logdetK,quad,relErr_alpha,relErr_logdet,relErr_quad,RMSE,Rep,Seed,ExactRMSE
Corr,20,375.351152214321,-40.1829594989879,276.279685333012,0.227182576799516,0.062103985069861,0.013286835878965,0.895658858979072,19,12363,0.898047235536354
Corr,30,374.142650246922,-41.9484615812446,275.628183480473,0.186156253364933,0.0208960355324173,0.0156136282146929,0.886620995115904,19,12363,0.898047235536354
Corr,40,375.614563256965,-42.9926228246539,279.616170743968,0.11850670949501,0.00347535675298016,0.00137081652734575,0.868388003620016,19,12363,0.898047235536354
Corr,60,376.611984078458,-43.3833980456764,282.001787607977,0.0544608365262541,0.0125963007327198,0.00714924372040444,0.858639755583184,19,12363,0.898047235536354
MinMax,10,404.139500815173,8.7090405661379,284.964382469592,0.437128150765949,1.47602579410271,0.0177296385929615,1.33367868484935,20,12364,1.18075959818315
MinMax,20,398.45758868752,-1.89169392013343,284.201292700556,0.309257283174921,0.896602261329217,0.0150043187893995,1.35757658928814,20,12364,1.18075959818315
MinMax,30,394.485238615767,-10.6965614208211,285.061460057739,0.245425404241537,0.415338681012395,0.0180763441631253,1.22034600827822,20,12364,1.18075959818315
MinMax,40,392.568934578293,-12.94053579933,283.472826361299,0.219400009272373,0.292685711679691,0.0124026540558831,1.22649032151367,20,12364,1.18075959818315
MinMax,60,390.628386625045,-18.1695955180444,284.820790173517,0.117759524570009,0.00687152972608057,0.0172168091146887,1.18621529683644,20,12364,1.18075959818315
Corr,10,413.909020196694,19.5565195823702,293.655942216401,0.434513977866691,2.06893608927249,0.0487709142894883,1.22983015164963,20,12364,1.18075959818315
Corr,20,395.322742490283,-14.0256821731719,290.06558855912,0.258681372407139,0.233372902145396,0.0359482264209978,1.33398585948081,20,12364,1.18075959818315
Corr,30,391.275809237819,-16.8876363001672,284.833676181188,0.204118256300232,0.0769418951197139,0.0172628305571424,1.271448662747,20,12364,1.18075959818315
Corr,40,387.635009816942,-18.6384381397212,279.302879178988,0.141978699098362,0.0187548500798286,0.00249001007998518,1.23886902132007,20,12364,1.18075959818315
Corr,60,387.573690747539,-19.2507272546034,279.792530155064,0.0834522608446013,0.0522218445115074,0.000741257107423745,1.20807745983093,20,12364,1.18075959818315
